ticker,volume,open,close,high,low,window_start,transactions
O:SPXW220621C03675000,8,33.3,43.7,43.8,33.3,1655697600000000000,5
O:SPXW220621C03680000,9,30.7,40.5,40.6,30.7,1655697600000000000,6
O:SPXW220621C03685000,2,31.7,31.7,31.7,31.7,1655697600000000000,1
O:SPXW220621C03690000,19,30.4,31.7,32.7,30.4,1655697600000000000,9
O:SPXW220621C03695000,4,30,31.3,31.3,29.5,1655697600000000000,4
O:SPXW220621C03700000,172,21.9,28.7,31.28,21.9,1655697600000000000,31
O:SPXW220621C03705000,1,27.07,27.07,27.07,27.07,1655697600000000000,1
O:SPXW220621C03710000,7,20.9,24.57,24.57,20.9,1655697600000000000,6
O:SPXW220621C03715000,5,16.6,19.71,22,16.6,1655697600000000000,5
O:SPXW220621C03720000,8,16.5,19.6,20,16.3,1655697600000000000,6
O:SPXW220621C03725000,24,13.4,16.1,17.8,13.4,1655697600000000000,7
O:SPXW220621C03730000,8,14.4,13.4,16.2,13.4,1655697600000000000,8
O:SPXW220621C03740000,7,9.6,11,14.1,9.6,1655697600000000000,7
O:SPXW220621C03745000,5,11.53,11.53,11.53,11.53,1655697600000000000,1
O:SPXW220621C03750000,12,8.5,8.8,10.3,6.8,1655697600000000000,12
O:SPXW220621C03755000,23,7.7,7.8,7.8,7,1655697600000000000,7
O:SPXW220621C03760000,2,6.8,6.32,6.8,6.32,1655697600000000000,2
O:SPXW220621C03765000,13,6.1,6.2,7.34,6.1,1655697600000000000,6
O:SPXW220621C03770000,16,4.6,5.3,5.7,3.8,1655697600000000000,11
O:SPXW220621C03775000,228,4.5,4.72,5.75,3.9,1655697600000000000,47
O:SPXW220621C03780000,9,3.8,4.1,4.1,3.3,1655697600000000000,8
O:SPXW220621C03785000,15,3.5,3.42,4.2,2.89,1655697600000000000,13
O:SPXW220621C03790000,3,3.1,3.1,3.3,3.1,1655697600000000000,3
O:SPXW220621C03795000,7,2.45,2.37,3.1,2.3,1655697600000000000,7
O:SPXW220621C03800000,113,1.75,2,2.55,1.75,1655697600000000000,43
O:SPXW220621C03805000,1,1.95,1.95,1.95,1.95,1655697600000000000,1
O:SPXW220621C03810000,7,1.9,1.3,1.9,1.3,1655697600000000000,7
O:SPXW220621C03815000,6,1.3,1.4,1.5,1.2,1655697600000000000,6
O:SPXW220621C03820000,2,1,1,1,1,1655697600000000000,2
O:SPXW220621C03825000,53,0.9,1,1.25,0.9,1655697600000000000,14
O:SPXW220621C03830000,27,0.7,0.75,1,0.7,1655697600000000000,6
O:SPXW220621C03835000,4,0.8,0.6,0.8,0.6,1655697600000000000,3
O:SPXW220621C03840000,59,0.62,0.5,0.75,0.5,1655697600000000000,11
O:SPXW220621C03845000,2,0.5,0.55,0.55,0.5,1655697600000000000,2
O:SPXW220621C03850000,10,0.4,0.4,0.4,0.4,1655697600000000000,1
O:SPXW220621C03870000,2,0.25,0.25,0.25,0.25,1655697600000000000,2
O:SPXW220621C03875000,1,0.15,0.15,0.15,0.15,1655697600000000000,1
O:SPXW220621C03880000,14,0.12,0.12,0.12,0.12,1655697600000000000,2
O:SPXW220621C03890000,1,0.1,0.1,0.1,0.1,1655697600000000000,1
O:SPXW220621C03900000,5,0.12,0.12,0.12,0.12,1655697600000000000,1
O:SPXW220621C03925000,20,0.1,0.07,0.1,0.07,1655697600000000000,4
O:SPXW220621C03935000,2,0.1,0.05,0.1,0.05,1655697600000000000,2
O:SPXW220621C03940000,1,0.1,0.1,0.1,0.1,1655697600000000000,1
O:SPXW220621C03960000,1,0.08,0.08,0.08,0.08,1655697600000000000,1
O:SPXW220621C03965000,1,0.07,0.07,0.07,0.07,1655697600000000000,1
O:SPXW220621C04000000,1,0.1,0.1,0.1,0.1,1655697600000000000,1
O:SPXW220621C04150000,1,0.05,0.05,0.05,0.05,1655697600000000000,1
O:SPXW220621P03250000,1,0.05,0.05,0.05,0.05,1655697600000000000,1
O:SPXW220621P03300000,3,0.1,0.1,0.1,0.1,1655697600000000000,1
O:SPXW220621P03310000,3,0.1,0.1,0.1,0.1,1655697600000000000,1
O:SPXW220621P03350000,2,0.1,0.1,0.1,0.1,1655697600000000000,2
O:SPXW220621P03410000,2,0.2,0.2,0.2,0.2,1655697600000000000,1
O:SPXW220621P03420000,10,0.15,0.1,0.15,0.1,1655697600000000000,3
O:SPXW220621P03430000,3,0.14,0.14,0.14,0.14,1655697600000000000,2
O:SPXW220621P03470000,8,0.3,0.3,0.3,0.3,1655697600000000000,2
O:SPXW220621P03480000,2,0.29,0.29,0.29,0.29,1655697600000000000,1
O:SPXW220621P03490000,2,0.39,0.35,0.39,0.35,1655697600000000000,2
O:SPXW220621P03500000,4,0.4,0.26,0.4,0.26,1655697600000000000,3
O:SPXW220621P03505000,2,0.45,0.25,0.45,0.25,1655697600000000000,2
O:SPXW220621P03510000,1,0.5,0.5,0.5,0.5,1655697600000000000,1
O:SPXW220621P03515000,14,0.6,0.5,0.6,0.5,1655697600000000000,3
O:SPXW220621P03520000,1,0.75,0.75,0.75,0.75,1655697600000000000,1
O:SPXW220621P03525000,7,1.05,0.5,1.05,0.45,1655697600000000000,5
O:SPXW220621P03530000,81,1.3,0.45,1.3,0.45,1655697600000000000,9
O:SPXW220621P03535000,1,0.72,0.72,0.72,0.72,1655697600000000000,1
O:SPXW220621P03540000,5,1.35,0.65,1.35,0.65,1655697600000000000,5
O:SPXW220621P03545000,3,0.99,0.8,0.99,0.8,1655697600000000000,3
O:SPXW220621P03550000,29,1.5,0.65,1.5,0.65,1655697600000000000,23
O:SPXW220621P03555000,17,1.95,1.05,1.95,1.05,1655697600000000000,7
O:SPXW220621P03560000,10,2.1,0.95,2.1,0.95,1655697600000000000,6
O:SPXW220621P03565000,21,1.5,1.15,1.55,1.15,1655697600000000000,8
O:SPXW220621P03570000,7,2.85,1.69,2.85,1.69,1655697600000000000,7
O:SPXW220621P03575000,8,2.15,1.45,2.5,1.45,1655697600000000000,6
O:SPXW220621P03580000,12,3.9,1.5,3.9,1.5,1655697600000000000,11
O:SPXW220621P03590000,22,4,1.8,4.31,1.8,1655697600000000000,10
O:SPXW220621P03595000,5,2.12,2.12,2.12,2.12,1655697600000000000,1
O:SPXW220621P03600000,35,4,2.3,4.3,2.3,1655697600000000000,23
O:SPXW220621P03605000,1,5.5,5.5,5.5,5.5,1655697600000000000,1
O:SPXW220621P03610000,9,6.5,4.55,6.5,4.55,1655697600000000000,5
O:SPXW220621P03615000,4,7.6,5.9,8.5,5.9,1655697600000000000,4
O:SPXW220621P03620000,16,8.32,4.3,8.32,4.3,1655697600000000000,11
O:SPXW220621P03625000,2,7.3,6.4,7.3,6.4,1655697600000000000,2
O:SPXW220621P03630000,36,7.9,6.45,7.9,6.4,1655697600000000000,11
O:SPXW220621P03635000,1,7.9,7.9,7.9,7.9,1655697600000000000,1
O:SPXW220621P03640000,41,12.36,6.41,12.36,6.41,1655697600000000000,11
O:SPXW220621P03645000,12,10.3,7.2,10.3,7.2,1655697600000000000,4
O:SPXW220621P03650000,98,18,8.5,18,8.5,1655697600000000000,52
O:SPXW220621P03655000,4,19,12,19,11.1,1655697600000000000,4
O:SPXW220621P03660000,16,17.3,12.3,19,12.3,1655697600000000000,16
O:SPXW220621P03665000,2,19.5,15.2,19.5,15.2,1655697600000000000,2
O:SPXW220621P03670000,19,19.6,14.8,19.6,14.8,1655697600000000000,7
O:SPXW220621P03675000,2,16.8,17.8,17.8,16.8,1655697600000000000,2
O:SPXW220621P03680000,38,23,16.8,23,16.8,1655697600000000000,19
O:SPXW220621P03685000,2,20.6,21.6,21.6,20.6,1655697600000000000,2
O:SPXW220621P03690000,2,21,21,21,21,1655697600000000000,2
O:SPXW220621P03700000,48,31,25,31,25,1655697600000000000,13
O:SPXW220621P03710000,1,30.5,30.5,30.5,30.5,1655697600000000000,1
O:SPXW220621P03715000,4,36.5,36.5,36.5,36.5,1655697600000000000,1
O:SPXW220621P03725000,9,41.2,42,42.7,41.2,1655697600000000000,6
O:SPXW220621P03730000,14,42.4,45.2,45.4,42.4,1655697600000000000,4
O:SPXW220621P03735000,16,49.1,48.9,49.3,48.7,1655697600000000000,6
O:SPXW220621P03775000,15,74.52,76.21,76.21,74.52,1655697600000000000,3
O:SPXW220622C03650000,6,69.7,70.6,70.6,69.7,1655697600000000000,2
O:SPXW220622C03660000,1,63.7,63.7,63.7,63.7,1655697600000000000,1
O:SPXW220622C03670000,1,59.87,59.87,59.87,59.87,1655697600000000000,1
O:SPXW220622C03690000,2,44,41,44,41,1655697600000000000,2
O:SPXW220622C03700000,5,39,41.66,42,39,1655697600000000000,4
O:SPXW220622C03710000,1,36.45,36.45,36.45,36.45,1655697600000000000,1
O:SPXW220622C03720000,14,29.7,28.6,29.7,26.9,1655697600000000000,5
O:SPXW220622C03745000,2,18.7,19.4,19.4,18.7,1655697600000000000,2
O:SPXW220622C03750000,30,19.8,19,19.8,17.5,1655697600000000000,8
O:SPXW220622C03755000,2,16.7,17.7,17.7,16.7,1655697600000000000,2
O:SPXW220622C03775000,16,10.5,13.18,13.54,10.5,1655697600000000000,4
O:SPXW220622C03780000,1,12,12,12,12,1655697600000000000,1
O:SPXW220622C03800000,1,7.3,7.3,7.3,7.3,1655697600000000000,1
O:SPXW220622C03810000,1,6.5,6.5,6.5,6.5,1655697600000000000,1
O:SPXW220622C03825000,27,3.9,4,4,3.9,1655697600000000000,2
O:SPXW220622C03830000,1,4,4,4,4,1655697600000000000,1
O:SPXW220622C03840000,2,3,3.2,3.2,3,1655697600000000000,2
O:SPXW220622C03850000,2,1.9,2.7,2.7,1.9,1655697600000000000,2
O:SPXW220622C03865000,1,1.65,1.65,1.65,1.65,1655697600000000000,1
O:SPXW220622C03875000,4,1.3,1.6,1.6,1.3,1655697600000000000,4
O:SPXW220622C03940000,1,0.35,0.35,0.35,0.35,1655697600000000000,1
O:SPXW220622C03955000,1,0.2,0.2,0.2,0.2,1655697600000000000,1
O:SPXW220622C04025000,1,0.1,0.1,0.1,0.1,1655697600000000000,1
O:SPXW220622C04095000,1,0.1,0.1,0.1,0.1,1655697600000000000,1
O:SPXW220622P03150000,10,0.15,0.15,0.15,0.15,1655697600000000000,1
O:SPXW220622P03200000,20,0.15,0.15,0.15,0.15,1655697600000000000,2
O:SPXW220622P03400000,1,0.4,0.4,0.4,0.4,1655697600000000000,1
O:SPXW220622P03450000,2,0.85,0.7,0.85,0.7,1655697600000000000,2
O:SPXW220622P03460000,1,0.95,0.95,0.95,0.95,1655697600000000000,1
O:SPXW220622P03500000,2,2,2.15,2.15,2,1655697600000000000,2
O:SPXW220622P03525000,3,3.4,3.4,3.4,3.4,1655697600000000000,2
O:SPXW220622P03540000,10,3.6,3.6,3.6,3.6,1655697600000000000,1
O:SPXW220622P03550000,7,6,4,6,4,1655697600000000000,5
O:SPXW220622P03565000,2,5,4.3,5,4.3,1655697600000000000,2
O:SPXW220622P03570000,1,6,6,6,6,1655697600000000000,1
O:SPXW220622P03575000,2,6.45,6.02,6.45,6.02,1655697600000000000,2
O:SPXW220622P03585000,1,10.9,10.9,10.9,10.9,1655697600000000000,1
O:SPXW220622P03590000,3,10,8.9,10,8.9,1655697600000000000,3
O:SPXW220622P03600000,1,9.65,9.65,9.65,9.65,1655697600000000000,1
O:SPXW220622P03605000,2,10.45,9.92,10.45,9.92,1655697600000000000,2
O:SPXW220622P03660000,2,27.6,23.8,27.6,23.8,1655697600000000000,2
O:SPXW220622P03670000,4,28.3,26.5,28.3,26.5,1655697600000000000,4
O:SPXW220622P03680000,2,29,29.4,29.4,29,1655697600000000000,2
O:SPXW220622P03700000,20,43.1,41.5,43.1,39.3,1655697600000000000,4
O:SPXW220622P03715000,21,47.2,42.7,47.3,42.7,1655697600000000000,5
O:SPXW220622P03720000,11,50,49.8,50,49.8,1655697600000000000,3
O:SPXW220622P03725000,8,50.4,52.5,52.7,50.4,1655697600000000000,3
O:SPXW220622P03730000,4,56.3,56,56.3,56,1655697600000000000,3
O:SPXW220622P03735000,6,59.4,58.6,59.4,58.6,1655697600000000000,5
O:SPXW220622P03740000,7,58.9,61.7,62,58.9,1655697600000000000,3
O:SPXW220622P03745000,4,65.4,65,65.4,65,1655697600000000000,3
O:SPXW220622P03750000,18,66,68.8,69.5,66,1655697600000000000,5
O:SPXW220622P03775000,15,81.98,83.53,83.53,81.98,1655697600000000000,3
O:SPXW220623C03785000,1,14.7,14.7,14.7,14.7,1655697600000000000,1
O:SPXW220623C03850000,100,5.4,5.2,5.4,5.2,1655697600000000000,11
O:SPXW220623C03870000,12,3.87,3.87,3.87,3.87,1655697600000000000,1
O:SPXW220623C03885000,12,2.97,2.97,2.97,2.97,1655697600000000000,1
O:SPXW220623C03900000,100,2.25,2.3,2.3,2.25,1655697600000000000,11
O:SPXW220623P03375000,2,0.85,0.85,0.85,0.85,1655697600000000000,1
O:SPXW220623P03400000,6,1.25,1.25,1.25,1.25,1655697600000000000,1
O:SPXW220623P03470000,15,3,3,3,3,1655697600000000000,2
O:SPXW220623P03490000,15,3.8,3.8,3.8,3.8,1655697600000000000,2
O:SPXW220623P03500000,7,5.3,4.4,6,4.4,1655697600000000000,7
O:SPXW220623P03520000,2,6.3,6.4,6.4,6.3,1655697600000000000,2
O:SPXW220623P03590000,1,15,15,15,15,1655697600000000000,1
O:SPXW220623P03640000,1,25.7,25.7,25.7,25.7,1655697600000000000,1
O:SPXW220623P03650000,1,29.2,29.2,29.2,29.2,1655697600000000000,1
O:SPXW220623P03675000,2,36.5,36.7,36.7,36.5,1655697600000000000,2
O:SPXW220623P03690000,1,41.7,41.7,41.7,41.7,1655697600000000000,1
O:SPXW220623P03725000,7,63.3,63.3,63.3,63.3,1655697600000000000,2
O:SPXW220624C03650000,4,81.6,81.6,81.6,81.6,1655697600000000000,1
O:SPXW220624C03655000,4,78.3,78.3,78.3,78.3,1655697600000000000,1
O:SPXW220624C03680000,2,66,66,66,66,1655697600000000000,1
O:SPXW220624C03710000,2,48.59,45.55,48.59,45.55,1655697600000000000,2
O:SPXW220624C03715000,2,43.33,43.33,43.33,43.33,1655697600000000000,1
O:SPXW220624C03725000,1,38.96,38.96,38.96,38.96,1655697600000000000,1
O:SPXW220624C03785000,2,21.39,22,22,21.39,1655697600000000000,2
O:SPXW220624C03800000,3,16,15.84,18,15.84,1655697600000000000,3
O:SPXW220624C03830000,2,10.23,10.23,10.23,10.23,1655697600000000000,1
O:SPXW220624C03850000,25,8,8,8.2,8,1655697600000000000,3
O:SPXW220624C03860000,1,6.42,6.42,6.42,6.42,1655697600000000000,1
O:SPXW220624C03880000,2,5.7,4.6,5.7,4.6,1655697600000000000,2
O:SPXW220624C03900000,5,3.9,3.6,3.95,3.6,1655697600000000000,4
O:SPXW220624C03920000,1,2.64,2.64,2.64,2.64,1655697600000000000,1
O:SPXW220624C03950000,2,1.75,1.6,1.75,1.6,1655697600000000000,2
O:SPXW220624C03955000,32,1.45,1.4,1.55,1.4,1655697600000000000,6
O:SPXW220624C04050000,5,0.4,0.4,0.4,0.4,1655697600000000000,1
O:SPXW220624P03200000,1,0.45,0.45,0.45,0.45,1655697600000000000,1
O:SPXW220624P03350000,60,1.35,1.3,1.4,1.3,1655697600000000000,5
O:SPXW220624P03380000,1,1.95,1.95,1.95,1.95,1655697600000000000,1
O:SPXW220624P03400000,48,2.25,2.1,2.25,2.1,1655697600000000000,9
O:SPXW220624P03445000,20,3.8,3.8,3.8,3.8,1655697600000000000,2
O:SPXW220624P03450000,31,4.1,3.5,4.1,3.5,1655697600000000000,4
O:SPXW220624P03500000,22,7.16,5.8,7.34,5.8,1655697600000000000,9
O:SPXW220624P03505000,1,8,8,8,8,1655697600000000000,1
O:SPXW220624P03550000,3,12.4,11.6,12.4,11.6,1655697600000000000,2
O:SPXW220624P03575000,1,17.5,17.5,17.5,17.5,1655697600000000000,1
O:SPXW220624P03600000,2,21,21,21,21,1655697600000000000,1
O:SPXW220624P03610000,3,22.03,22.03,22.03,22.03,1655697600000000000,2
O:SPXW220624P03625000,3,25.78,25.78,25.78,25.78,1655697600000000000,2
O:SPXW220624P03650000,2,34.7,34.7,34.7,34.7,1655697600000000000,1
O:SPXW220624P03700000,5,52.99,53.43,54.1,52.99,1655697600000000000,3
O:SPXW220624P03715000,1,62.57,62.57,62.57,62.57,1655697600000000000,1
O:SPXW220624P03720000,4,67,63.04,67,63.04,1655697600000000000,2
O:SPXW220624P03725000,1,68.02,68.02,68.02,68.02,1655697600000000000,1
O:SPXW220624P04100000,1,399.33,399.33,399.33,399.33,1655697600000000000,1
O:SPXW220627P02600000,1,0.1,0.1,0.1,0.1,1655697600000000000,1
O:SPXW220627P03400000,370,4.6,4.6,4.6,4.6,1655697600000000000,14
O:SPXW220627P03600000,4,29.4,28.2,29.4,28.2,1655697600000000000,2
O:SPXW220627P03675000,1,51.8,51.8,51.8,51.8,1655697600000000000,1
O:SPXW220627P03685000,12,55.1,51,55.1,51,1655697600000000000,2
O:SPXW220627P03690000,11,53.9,53.9,53.9,53.9,1655697600000000000,1
O:SPXW220627P03735000,3,81.7,81.7,81.7,81.7,1655697600000000000,1
O:SPXW220628C03825000,4,19.28,19.28,19.28,19.28,1655697600000000000,1
O:SPXW220628C03850000,5,15.68,15.68,15.68,15.68,1655697600000000000,1
O:SPXW220628C04000000,1,2.45,2.45,2.45,2.45,1655697600000000000,1
O:SPXW220628C04100000,1,0.85,0.85,0.85,0.85,1655697600000000000,1
O:SPXW220628P03500000,5,12.02,12.02,12.02,12.02,1655697600000000000,1
O:SPXW220629C03680000,6,78.8,78.8,78.8,78.8,1655697600000000000,1
O:SPXW220629C03740000,10,49.5,49.5,49.5,49.5,1655697600000000000,1
O:SPXW220629C03770000,1,41.3,41.3,41.3,41.3,1655697600000000000,1
O:SPXW220629C03840000,4,19.08,19.08,19.08,19.08,1655697600000000000,1
O:SPXW220629C03880000,5,13.23,13.23,13.23,13.23,1655697600000000000,1
O:SPXW220629P03525000,5,17.52,17.52,17.52,17.52,1655697600000000000,1
O:SPXW220630C03750000,110,51.5,51.8,51.8,51.5,1655697600000000000,3
O:SPXW220630C03800000,2,30.4,32.4,32.4,30.4,1655697600000000000,2
O:SPXW220630C03810000,2,31.6,30.1,31.6,30.1,1655697600000000000,2
O:SPXW220630C03825000,110,26.9,26.5,26.9,26.5,1655697600000000000,5
O:SPXW220630C03875000,1,17,17,17,17,1655697600000000000,1
O:SPXW220630C03950000,1,7,7,7,7,1655697600000000000,1
O:SPXW220630P02950000,18,0.83,0.83,0.83,0.83,1655697600000000000,2
O:SPXW220630P03000000,8,1.3,1.3,1.3,1.3,1655697600000000000,1
O:SPXW220630P03120000,15,2,1.95,2,1.95,1655697600000000000,4
O:SPXW220630P03200000,36,3.03,3.03,3.03,3.03,1655697600000000000,2
O:SPXW220630P03250000,18,4.03,4.03,4.03,4.03,1655697600000000000,2
O:SPXW220630P03300000,1350,5.4,5.2,5.4,5.2,1655697600000000000,30
O:SPXW220630P03410000,4,11.5,10,11.5,10,1655697600000000000,2
O:SPXW220630P03580000,4,35.9,31.2,35.9,31.2,1655697600000000000,3
O:SPXW220630P03690000,6,66.3,66.3,66.3,66.3,1655697600000000000,1
O:SPXW220630P03745000,2,100.6,100.6,100.6,100.6,1655697600000000000,2
O:SPXW220701C03875000,1,18.04,18.04,18.04,18.04,1655697600000000000,1
O:SPXW220701C03950000,1,8.6,8.6,8.6,8.6,1655697600000000000,1
O:SPXW220701C04050000,2,3,2.85,3,2.85,1655697600000000000,2
O:SPXW220701C04100000,1,1.8,1.8,1.8,1.8,1655697600000000000,1
O:SPXW220701P03150000,1,2.9,2.9,2.9,2.9,1655697600000000000,1
O:SPXW220701P03300000,100,6.9,6.9,6.9,6.9,1655697600000000000,2
O:SPXW220701P03500000,1,21.8,21.8,21.8,21.8,1655697600000000000,1
O:SPXW220701P03625000,1,48.17,48.17,48.17,48.17,1655697600000000000,1
O:SPXW220701P04000000,1,303.92,303.92,303.92,303.92,1655697600000000000,1
O:SPXW220705P03300000,14,8.1,8.1,8.1,8.1,1655697600000000000,2
O:SPXW220706C03780000,1,50.1,50.1,50.1,50.1,1655697600000000000,1
O:SPXW220708C03825000,7,41.43,41.43,41.43,41.43,1655697600000000000,1
O:SPXW220708C03900000,3,22.74,22.34,22.87,22.34,1655697600000000000,3
O:SPXW220708P02600000,5,0.8,0.8,0.8,0.8,1655697600000000000,1
O:SPXW220708P03200000,5,7.59,7.59,7.59,7.59,1655697600000000000,1
O:SPXW220708P03500000,8,34.02,31.86,34.4,31.86,1655697600000000000,4
O:SPXW220708P03520000,5,35.55,35.55,35.55,35.55,1655697600000000000,1
O:SPXW220708P03550000,7,43.83,43.83,43.83,43.83,1655697600000000000,1
O:SPXW220711C03825000,7,44.13,44.13,44.13,44.13,1655697600000000000,1
O:SPXW220711P03550000,7,47.03,47.03,47.03,47.03,1655697600000000000,1
O:SPXW220711P03605000,9,61.9,61.9,61.9,61.9,1655697600000000000,1
O:SPXW220713P03475000,16,34.8,34.8,34.8,34.8,1655697600000000000,1
O:SPXW220715C04120000,4,5.8,5.8,5.8,5.8,1655697600000000000,2
O:SPXW220715P01900000,18,0.25,0.25,0.25,0.25,1655697600000000000,2
O:SPXW220715P02700000,20,2.8,2.65,2.8,2.65,1655697600000000000,4
O:SPXW220715P03050000,3,7.59,7.59,7.59,7.59,1655697600000000000,2
O:SPXW220715P03250000,6,15.53,15.53,15.53,15.53,1655697600000000000,2
O:SPXW220715P03300000,3,18.87,18.87,18.87,18.87,1655697600000000000,2
O:SPXW220715P03325000,10,21.1,21.1,21.1,21.1,1655697600000000000,1
O:SPXW220715P03350000,100,23.2,23.2,23.2,23.2,1655697600000000000,2
