ticker,volume,open,close,high,low,window_start,transactions
O:SPXW220706C03850000,18,13.1,15,17.2,12.7,1656907200000000000,9
O:SPXW220706C03855000,3,13.2,13.1,14.1,13.1,1656907200000000000,3
O:SPXW220706C03860000,2,13.6,11.5,13.6,11.5,1656907200000000000,2
O:SPXW220706C03870000,5,10.9,9.27,10.9,9.1,1656907200000000000,3
O:SPXW220706C03875000,4,7.4,8.3,8.3,7.1,1656907200000000000,4
O:SPXW220706C03880000,17,6.4,7.3,9.1,6.1,1656907200000000000,7
O:SPXW220706C03890000,1,5.6,5.6,5.6,5.6,1656907200000000000,1
O:SPXW220706C03895000,8,4.1,4.1,6,4.1,1656907200000000000,8
O:SPXW220706C03900000,16,5,3.5,5.3,3.5,1656907200000000000,15
O:SPXW220706C03905000,4,3.6,3.4,4.1,3.4,1656907200000000000,4
O:SPXW220706C03910000,2,3.4,3,3.4,3,1656907200000000000,2
O:SPXW220706C03915000,1,3.2,3.2,3.2,3.2,1656907200000000000,1
O:SPXW220706C03920000,3,2.75,1.95,2.75,1.95,1656907200000000000,3
O:SPXW220706C03925000,1,1.95,1.95,1.95,1.95,1656907200000000000,1
O:SPXW220706C03930000,4,1.55,1.25,2.1,1.25,1656907200000000000,4
O:SPXW220706C03940000,2,1.1,0.95,1.1,0.95,1656907200000000000,2
O:SPXW220706C03950000,6,0.75,1.15,1.15,0.75,1656907200000000000,3
O:SPXW220706C03980000,2,0.3,0.35,0.35,0.3,1656907200000000000,2
O:SPXW220706C04055000,1,0.1,0.1,0.1,0.1,1656907200000000000,1
O:SPXW220706P03600000,1,0.45,0.45,0.45,0.45,1656907200000000000,1
O:SPXW220706P03640000,1,0.9,0.9,0.9,0.9,1656907200000000000,1
O:SPXW220706P03665000,1,1.5,1.5,1.5,1.5,1656907200000000000,1
O:SPXW220706P03670000,2,1.85,1.65,1.85,1.65,1656907200000000000,2
O:SPXW220706P03685000,4,2.35,2.55,2.55,2.35,1656907200000000000,4
O:SPXW220706P03700000,7,5.8,3.5,6.2,3.5,1656907200000000000,7
O:SPXW220706P03710000,2,5,5.2,5.2,5,1656907200000000000,2
O:SPXW220706P03720000,3,5.6,5.6,5.7,5.6,1656907200000000000,3
O:SPXW220706P03735000,1,12.7,12.7,12.7,12.7,1656907200000000000,1
O:SPXW220706P03740000,3,8.3,8.3,8.4,8.3,1656907200000000000,3
O:SPXW220706P03750000,15,13.3,11.2,15.2,11.2,1656907200000000000,8
O:SPXW220706P03755000,3,11.48,11.48,11.48,11.48,1656907200000000000,1
O:SPXW220706P03770000,2,20.3,20.6,20.6,20.3,1656907200000000000,2
O:SPXW220706P03775000,5,20.8,16.7,21.9,16.7,1656907200000000000,5
O:SPXW220706P03780000,3,26.2,18.3,26.4,18.3,1656907200000000000,3
O:SPXW220706P03785000,2,23.5,22,23.5,22,1656907200000000000,2
O:SPXW220706P03790000,3,27.3,22.3,28.4,22.3,1656907200000000000,3
O:SPXW220706P03795000,3,23.6,26.6,26.6,23.6,1656907200000000000,3
O:SPXW220706P03800000,7,32.6,27,32.6,26.7,1656907200000000000,5
O:SPXW220706P03805000,20,32.2,27.6,32.2,27.6,1656907200000000000,3
O:SPXW220706P03815000,5,44.4,44.4,44.4,44.4,1656907200000000000,1
O:SPXW220706P03825000,16,38.8,38.6,38.8,38.6,1656907200000000000,8
O:SPXW220706P03830000,19,41.3,40.4,41.3,40.3,1656907200000000000,4
O:SPXW220706P03835000,12,45.6,43.6,45.6,43.6,1656907200000000000,6
O:SPXW220706P03840000,10,46.6,46.2,46.6,46.2,1656907200000000000,3
O:SPXW220706P03845000,8,51.6,49.6,51.6,49.6,1656907200000000000,3
O:SPXW220706P03850000,4,54,52.8,54,52.8,1656907200000000000,3
O:SPXW220707C03825000,1,26.66,26.66,26.66,26.66,1656907200000000000,1
O:SPXW220707C03830000,2,31.2,31.2,31.2,31.2,1656907200000000000,1
O:SPXW220707C03850000,41,22.1,19,22.1,18.5,1656907200000000000,10
O:SPXW220707C03870000,2,12.6,15.9,15.9,12.6,1656907200000000000,2
O:SPXW220707C03890000,2,10.8,11.1,11.1,10.8,1656907200000000000,2
O:SPXW220707C03900000,7,6.9,8.5,8.7,6.5,1656907200000000000,7
O:SPXW220707C03940000,4,2.55,3.1,3.5,2.35,1656907200000000000,4
O:SPXW220707C03950000,7,2.15,1.8,2.55,1.7,1656907200000000000,7
O:SPXW220707C04000000,20,0.5,0.5,0.5,0.5,1656907200000000000,2
O:SPXW220707P03645000,1,3,3,3,3,1656907200000000000,1
O:SPXW220707P03670000,1,4.37,4.37,4.37,4.37,1656907200000000000,1
O:SPXW220707P03680000,2,6.6,6.7,6.7,6.6,1656907200000000000,2
O:SPXW220707P03690000,1,6.47,6.47,6.47,6.47,1656907200000000000,1
O:SPXW220707P03695000,2,7.4,7.4,7.4,7.4,1656907200000000000,1
O:SPXW220707P03700000,308,9,6.2,10.4,6.2,1656907200000000000,108
O:SPXW220707P03740000,2,14.9,15.3,15.3,14.9,1656907200000000000,2
O:SPXW220707P03825000,4,45.2,45.2,45.2,45.2,1656907200000000000,2
O:SPXW220707P03835000,7,51,51,51,51,1656907200000000000,1
O:SPXW220708C03800000,1,47.73,47.73,47.73,47.73,1656907200000000000,1
O:SPXW220708C03810000,1,48.24,48.24,48.24,48.24,1656907200000000000,1
O:SPXW220708C03815000,1,42.3,42.3,42.3,42.3,1656907200000000000,1
O:SPXW220708C03820000,3,41.2,42.94,42.94,41.2,1656907200000000000,3
O:SPXW220708C03825000,4,39.5,38.4,40,38.4,1656907200000000000,4
O:SPXW220708C03830000,1,35.3,35.3,35.3,35.3,1656907200000000000,1
O:SPXW220708C03850000,9,23.3,24.2,27,22.7,1656907200000000000,8
O:SPXW220708C03885000,1,16.2,16.2,16.2,16.2,1656907200000000000,1
O:SPXW220708C03900000,22,12.5,10.1,12.9,10.1,1656907200000000000,4
O:SPXW220708C03910000,1,7.9,7.9,7.9,7.9,1656907200000000000,1
O:SPXW220708C03915000,2,7,8,8,7,1656907200000000000,2
O:SPXW220708C03920000,1,8.5,8.5,8.5,8.5,1656907200000000000,1
O:SPXW220708C03930000,15,5.8,5.2,6.9,5.2,1656907200000000000,8
O:SPXW220708C03945000,4,5,3.7,5,3.7,1656907200000000000,4
O:SPXW220708C03950000,6,4,4.3,4.4,3.3,1656907200000000000,6
O:SPXW220708C03970000,1,2.55,2.55,2.55,2.55,1656907200000000000,1
O:SPXW220708C03980000,1,1.95,1.95,1.95,1.95,1656907200000000000,1
O:SPXW220708C04000000,15,1,1,1.35,1,1656907200000000000,8
O:SPXW220708C04100000,1,0.2,0.2,0.2,0.2,1656907200000000000,1
O:SPXW220708P03200000,4,0.11,0.11,0.11,0.11,1656907200000000000,2
O:SPXW220708P03390000,10,0.15,0.15,0.15,0.15,1656907200000000000,1
O:SPXW220708P03400000,4,0.36,0.36,0.36,0.36,1656907200000000000,2
O:SPXW220708P03515000,2,0.75,0.7,0.75,0.7,1656907200000000000,2
O:SPXW220708P03550000,1,1.3,1.3,1.3,1.3,1656907200000000000,1
O:SPXW220708P03580000,1,2,2,2,2,1656907200000000000,1
O:SPXW220708P03585000,2,1.71,1.71,1.71,1.71,1656907200000000000,1
O:SPXW220708P03600000,5,2.8,2.07,2.8,2.07,1656907200000000000,2
O:SPXW220708P03605000,28,2.1,2.37,2.5,2.1,1656907200000000000,11
O:SPXW220708P03615000,1,2.6,2.6,2.6,2.6,1656907200000000000,1
O:SPXW220708P03620000,1,2.6,2.6,2.6,2.6,1656907200000000000,1
O:SPXW220708P03635000,4,3.77,3.91,3.91,3.77,1656907200000000000,3
O:SPXW220708P03640000,1,3.9,3.9,3.9,3.9,1656907200000000000,1
O:SPXW220708P03650000,7,4.9,4.63,5.17,4.2,1656907200000000000,5
O:SPXW220708P03655000,33,5.1,5.2,5.82,5.1,1656907200000000000,13
O:SPXW220708P03670000,2,7.9,6.1,7.9,6.1,1656907200000000000,2
O:SPXW220708P03675000,2,7.45,7.7,7.7,7.45,1656907200000000000,2
O:SPXW220708P03700000,5,13.9,10.5,13.9,9.8,1656907200000000000,5
O:SPXW220708P03715000,1,12.3,12.3,12.3,12.3,1656907200000000000,1
O:SPXW220708P03720000,1,19,19,19,19,1656907200000000000,1
O:SPXW220708P03745000,1,24.15,24.15,24.15,24.15,1656907200000000000,1
O:SPXW220708P03750000,6,28,22.8,28,21,1656907200000000000,6
O:SPXW220708P03765000,2,30.1,30,30.1,30,1656907200000000000,2
O:SPXW220708P03775000,1,31.19,31.19,31.19,31.19,1656907200000000000,1
O:SPXW220708P03875000,1,85.31,85.31,85.31,85.31,1656907200000000000,1
O:SPXW220711C03870000,1,24.67,24.67,24.67,24.67,1656907200000000000,1
O:SPXW220711C03875000,1,23.02,23.02,23.02,23.02,1656907200000000000,1
O:SPXW220711C03905000,1,13.5,13.5,13.5,13.5,1656907200000000000,1
O:SPXW220711C03915000,1,11.35,11.35,11.35,11.35,1656907200000000000,1
O:SPXW220711C03940000,1,8.5,8.5,8.5,8.5,1656907200000000000,1
O:SPXW220711C03970000,1,4.8,4.8,4.8,4.8,1656907200000000000,1
O:SPXW220711C03985000,1,2.7,2.7,2.7,2.7,1656907200000000000,1
O:SPXW220711C04000000,6,2.3,2.75,2.75,2.05,1656907200000000000,6
O:SPXW220711C04020000,1,1.5,1.5,1.5,1.5,1656907200000000000,1
O:SPXW220711C04060000,1,0.65,0.65,0.65,0.65,1656907200000000000,1
O:SPXW220711P03300000,2,0.37,0.36,0.37,0.36,1656907200000000000,2
O:SPXW220711P03500000,2,1.47,1.31,1.47,1.31,1656907200000000000,2
O:SPXW220711P03640000,1,6.95,6.95,6.95,6.95,1656907200000000000,1
O:SPXW220711P03670000,1,10.4,10.4,10.4,10.4,1656907200000000000,1
O:SPXW220711P03715000,1,17.57,17.57,17.57,17.57,1656907200000000000,1
O:SPXW220711P03725000,1,19.72,19.72,19.72,19.72,1656907200000000000,1
O:SPXW220711P03730000,1,25.65,25.65,25.65,25.65,1656907200000000000,1
O:SPXW220711P03735000,1,28.8,28.8,28.8,28.8,1656907200000000000,1
O:SPXW220711P03790000,9,46.3,46.3,46.3,46.3,1656907200000000000,1
O:SPXW220711P03820000,9,65.6,65.6,65.6,65.6,1656907200000000000,1
O:SPXW220712C03940000,1,10.8,10.8,10.8,10.8,1656907200000000000,1
O:SPXW220712C03945000,1,10,10,10,10,1656907200000000000,1
O:SPXW220712C03970000,4,6.9,6.9,6.9,6.9,1656907200000000000,2
O:SPXW220712C03980000,2,5.34,5.21,5.34,5.21,1656907200000000000,2
O:SPXW220712C03990000,2,4.47,4.26,4.47,4.26,1656907200000000000,2
O:SPXW220712P03100000,1,0.22,0.22,0.22,0.22,1656907200000000000,1
O:SPXW220712P03400000,1,1.02,1.02,1.02,1.02,1656907200000000000,1
O:SPXW220712P03650000,1,11.82,11.82,11.82,11.82,1656907200000000000,1
O:SPXW220712P03670000,1,14.77,14.77,14.77,14.77,1656907200000000000,1
O:SPXW220713P03690000,23,24.6,24.6,24.6,24.6,1656907200000000000,2
O:SPXW220713P03780000,1,52.8,52.8,52.8,52.8,1656907200000000000,1
O:SPXW220713P03810000,4,60.7,60.7,60.7,60.7,1656907200000000000,1
O:SPXW220713P03815000,8,65.2,65.2,65.2,65.2,1656907200000000000,1
O:SPXW220713P03835000,11,75.4,75.3,75.4,74.6,1656907200000000000,3
O:SPXW220714C04100000,3,1.4,1.4,1.4,1.4,1656907200000000000,1
O:SPXW220714P03840000,20,81.1,80.9,81.1,80.9,1656907200000000000,5
O:SPXW220715C03825000,4,66.6,66.2,66.6,66.2,1656907200000000000,2
O:SPXW220715C03880000,3,35.2,35.2,35.2,35.2,1656907200000000000,1
O:SPXW220715C03900000,4,28.5,29.3,29.5,28.4,1656907200000000000,4
O:SPXW220715C03950000,9,17.12,16.9,19.5,16.2,1656907200000000000,8
O:SPXW220715C03965000,1,14.12,14.12,14.12,14.12,1656907200000000000,1
O:SPXW220715C04010000,1,8.62,8.62,8.62,8.62,1656907200000000000,1
O:SPXW220715C04030000,1,6.42,6.42,6.42,6.42,1656907200000000000,1
O:SPXW220715C04100000,1,2.1,2.1,2.1,2.1,1656907200000000000,1
O:SPXW220715C04155000,4,0.85,0.85,0.85,0.85,1656907200000000000,2
O:SPXW220715P03000000,2,0.45,0.45,0.45,0.45,1656907200000000000,1
O:SPXW220715P03375000,1,2.47,2.47,2.47,2.47,1656907200000000000,1
O:SPXW220715P03475000,1,4.97,4.97,4.97,4.97,1656907200000000000,1
O:SPXW220715P03800000,1,73.5,73.5,73.5,73.5,1656907200000000000,1
O:SPXW220715P03840000,1,84.8,84.8,84.8,84.8,1656907200000000000,1
O:SPXW220718P03150000,1,1.15,1.15,1.15,1.15,1656907200000000000,1
O:SPXW220720C03850000,2,59.42,59.42,59.42,59.42,1656907200000000000,1
O:SPXW220720C03900000,2,38.88,38.88,38.88,38.88,1656907200000000000,1
O:SPXW220720P03800000,1,78.35,78.35,78.35,78.35,1656907200000000000,1
O:SPXW220720P03900000,1,132.47,132.47,132.47,132.47,1656907200000000000,1
O:SPXW220722C04110000,15,4.9,4.9,4.9,4.9,1656907200000000000,1
O:SPXW220722C04270000,1,0.6,0.6,0.6,0.6,1656907200000000000,1
O:SPXW220722C04320000,1,0.35,0.35,0.35,0.35,1656907200000000000,1
O:SPXW220725C04400000,1,0.25,0.25,0.25,0.25,1656907200000000000,1
O:SPXW220727C03975000,17,29.4,29.4,29.4,29.4,1656907200000000000,2
O:SPXW220729C03900000,1,57.63,57.63,57.63,57.63,1656907200000000000,1
O:SPXW220729C04000000,2,26.22,26.22,26.22,26.22,1656907200000000000,1
O:SPXW220729C04045000,22,18.2,18.2,18.2,18.2,1656907200000000000,2
O:SPXW220729C04100000,1,9.86,9.86,9.86,9.86,1656907200000000000,1
O:SPXW220729P02950000,1,2,2,2,2,1656907200000000000,1
O:SPXW220812C04030000,18,33.3,33.3,33.3,33.3,1656907200000000000,1
O:SPXW220819C04010000,10,48.23,48.23,48.23,48.23,1656907200000000000,1
O:SPXW220819C04030000,10,42.36,42.36,42.36,42.36,1656907200000000000,1
O:SPXW220819P03505000,1,48.22,48.22,48.22,48.22,1656907200000000000,1
O:SPXW220819P03550000,10,57.91,57.91,57.91,57.91,1656907200000000000,1
O:SPXW220819P03570000,10,62.24,62.24,62.24,62.24,1656907200000000000,1
O:SPXW220819P03580000,1,63.63,63.63,63.63,63.63,1656907200000000000,1
O:SPXW220916P03480000,1,71.03,71.03,71.03,71.03,1656907200000000000,1
O:SPXW220916P03580000,1,94.34,94.34,94.34,94.34,1656907200000000000,1
O:VIX220720C00028000,100,1.9,1.9,1.9,1.9,1656907200000000000,2
O:VIX220720C00032500,1,0.8,0.8,0.8,0.8,1656907200000000000,1
O:VIX220720C00045000,1,0.25,0.25,0.25,0.25,1656907200000000000,1
O:VIX221221C00050000,2,1.75,1.75,1.75,1.75,1656907200000000000,1
O:VIXW220706C00028000,1,0.8,0.8,0.8,0.8,1656907200000000000,1
