symbol,earnings_date,option_ticker,expiration_date,strike_price,type
AAPL,2025-10-30,O:AAPL251212C00170000,2025-12-12,170,call
AAPL,2025-10-30,O:AAPL251212C00175000,2025-12-12,175,call
AAPL,2025-10-30,O:AAPL251212C00180000,2025-12-12,180,call
AAPL,2025-10-30,O:AAPL251212C00185000,2025-12-12,185,call
AAPL,2025-10-30,O:AAPL251212C00190000,2025-12-12,190,call
AAPL,2025-10-30,O:AAPL251212C00195000,2025-12-12,195,call
AAPL,2025-10-30,O:AAPL251212C00200000,2025-12-12,200,call
AAPL,2025-10-30,O:AAPL251212C00205000,2025-12-12,205,call
AAPL,2025-10-30,O:AAPL251212C00210000,2025-12-12,210,call
AAPL,2025-10-30,O:AAPL251212C00215000,2025-12-12,215,call
AAPL,2025-10-30,O:AAPL251212C00220000,2025-12-12,220,call
AAPL,2025-10-30,O:AAPL251212C00225000,2025-12-12,225,call
AAPL,2025-10-30,O:AAPL251212C00230000,2025-12-12,230,call
AAPL,2025-10-30,O:AAPL251212C00235000,2025-12-12,235,call
AAPL,2025-10-30,O:AAPL251212C00240000,2025-12-12,240,call
AAPL,2025-10-30,O:AAPL251212C00245000,2025-12-12,245,call
AAPL,2025-10-30,O:AAPL251212C00250000,2025-12-12,250,call
AAPL,2025-10-30,O:AAPL251212C00255000,2025-12-12,255,call
AAPL,2025-10-30,O:AAPL251212C00260000,2025-12-12,260,call
AAPL,2025-10-30,O:AAPL251212C00265000,2025-12-12,265,call
AAPL,2025-10-30,O:AAPL251212C00270000,2025-12-12,270,call
AAPL,2025-10-30,O:AAPL251212C00275000,2025-12-12,275,call
AAPL,2025-10-30,O:AAPL251212C00280000,2025-12-12,280,call
AAPL,2025-10-30,O:AAPL251212C00285000,2025-12-12,285,call
AAPL,2025-10-30,O:AAPL251212C00290000,2025-12-12,290,call
AAPL,2025-10-30,O:AAPL251212C00295000,2025-12-12,295,call
AAPL,2025-10-30,O:AAPL251212C00300000,2025-12-12,300,call
AAPL,2025-10-30,O:AAPL251212C00305000,2025-12-12,305,call
AAPL,2025-10-30,O:AAPL251212C00310000,2025-12-12,310,call
AAPL,2025-10-30,O:AAPL251212C00315000,2025-12-12,315,call
AAPL,2025-10-30,O:AAPL251212C00320000,2025-12-12,320,call
AAPL,2025-10-30,O:AAPL251212C00325000,2025-12-12,325,call
AAPL,2025-10-30,O:AAPL251212C00330000,2025-12-12,330,call
AAPL,2025-10-30,O:AAPL251212C00335000,2025-12-12,335,call
AAPL,2025-10-30,O:AAPL251212C00340000,2025-12-12,340,call
AAPL,2025-10-30,O:AAPL251212C00345000,2025-12-12,345,call
AAPL,2025-10-30,O:AAPL251212C00350000,2025-12-12,350,call
AAPL,2025-10-30,O:AAPL251212C00355000,2025-12-12,355,call
AAPL,2025-10-30,O:AAPL251212C00360000,2025-12-12,360,call
AAPL,2025-10-30,O:AAPL251212C00365000,2025-12-12,365,call
AAPL,2025-10-30,O:AAPL251212C00370000,2025-12-12,370,call
AAPL,2025-10-30,O:AAPL251212C00375000,2025-12-12,375,call
AAPL,2025-10-30,O:AAPL251212C00380000,2025-12-12,380,call
AAPL,2025-10-30,O:AAPL251212C00385000,2025-12-12,385,call
AAPL,2025-10-30,O:AAPL251212C00390000,2025-12-12,390,call
AAPL,2025-10-30,O:AAPL251212C00395000,2025-12-12,395,call
AAPL,2025-10-30,O:AAPL251212C00400000,2025-12-12,400,call
AAPL,2025-10-30,O:AAPL251212P00110000,2025-12-12,110,put
AAPL,2025-10-30,O:AAPL251212P00120000,2025-12-12,120,put
AAPL,2025-10-30,O:AAPL251212P00125000,2025-12-12,125,put
AAPL,2025-10-30,O:AAPL251212P00130000,2025-12-12,130,put
AAPL,2025-10-30,O:AAPL251212P00135000,2025-12-12,135,put
AAPL,2025-10-30,O:AAPL251212P00140000,2025-12-12,140,put
AAPL,2025-10-30,O:AAPL251212P00145000,2025-12-12,145,put
AAPL,2025-10-30,O:AAPL251212P00150000,2025-12-12,150,put
AAPL,2025-10-30,O:AAPL251212P00155000,2025-12-12,155,put
AAPL,2025-10-30,O:AAPL251212P00160000,2025-12-12,160,put
AAPL,2025-10-30,O:AAPL251212P00165000,2025-12-12,165,put
AAPL,2025-10-30,O:AAPL251212P00170000,2025-12-12,170,put
AAPL,2025-10-30,O:AAPL251212P00175000,2025-12-12,175,put
AAPL,2025-10-30,O:AAPL251212P00180000,2025-12-12,180,put
AAPL,2025-10-30,O:AAPL251212P00185000,2025-12-12,185,put
AAPL,2025-10-30,O:AAPL251212P00190000,2025-12-12,190,put
AAPL,2025-10-30,O:AAPL251212P00195000,2025-12-12,195,put
AAPL,2025-10-30,O:AAPL251212P00200000,2025-12-12,200,put
AAPL,2025-10-30,O:AAPL251212P00205000,2025-12-12,205,put
AAPL,2025-10-30,O:AAPL251212P00210000,2025-12-12,210,put
AAPL,2025-10-30,O:AAPL251212P00215000,2025-12-12,215,put
AAPL,2025-10-30,O:AAPL251212P00220000,2025-12-12,220,put
AAPL,2025-10-30,O:AAPL251212P00225000,2025-12-12,225,put
AAPL,2025-10-30,O:AAPL251212P00230000,2025-12-12,230,put
AAPL,2025-10-30,O:AAPL251212P00235000,2025-12-12,235,put
AAPL,2025-10-30,O:AAPL251212P00240000,2025-12-12,240,put
AAPL,2025-10-30,O:AAPL251212P00245000,2025-12-12,245,put
AAPL,2025-10-30,O:AAPL251212P00250000,2025-12-12,250,put
AAPL,2025-10-30,O:AAPL251212P00255000,2025-12-12,255,put
AAPL,2025-10-30,O:AAPL251212P00260000,2025-12-12,260,put
AAPL,2025-10-30,O:AAPL251212P00265000,2025-12-12,265,put
AAPL,2025-10-30,O:AAPL251212P00270000,2025-12-12,270,put
AAPL,2025-10-30,O:AAPL251212P00275000,2025-12-12,275,put
AAPL,2025-10-30,O:AAPL251212P00280000,2025-12-12,280,put
AAPL,2025-10-30,O:AAPL251212P00285000,2025-12-12,285,put
AAPL,2025-10-30,O:AAPL251212P00290000,2025-12-12,290,put
AAPL,2025-10-30,O:AAPL251212P00295000,2025-12-12,295,put
AAPL,2025-10-30,O:AAPL251212P00300000,2025-12-12,300,put
AAPL,2025-10-30,O:AAPL251212P00305000,2025-12-12,305,put
AAPL,2025-10-30,O:AAPL251212P00310000,2025-12-12,310,put
AAPL,2025-10-30,O:AAPL251212P00315000,2025-12-12,315,put
AAPL,2025-10-30,O:AAPL251212P00320000,2025-12-12,320,put
AAPL,2025-10-30,O:AAPL251212P00325000,2025-12-12,325,put
AAPL,2025-10-30,O:AAPL251212P00330000,2025-12-12,330,put
AAPL,2025-10-30,O:AAPL251212P00335000,2025-12-12,335,put
AAPL,2025-10-30,O:AAPL251212P00340000,2025-12-12,340,put
AAPL,2025-10-30,O:AAPL251212P00345000,2025-12-12,345,put
AAPL,2025-10-30,O:AAPL251212P00350000,2025-12-12,350,put
AAPL,2025-10-30,O:AAPL251212P00355000,2025-12-12,355,put
AAPL,2025-10-30,O:AAPL251212P00360000,2025-12-12,360,put
AAPL,2025-10-30,O:AAPL251212P00365000,2025-12-12,365,put
AAPL,2025-10-30,O:AAPL251212P00370000,2025-12-12,370,put
AAPL,2025-10-30,O:AAPL251212P00375000,2025-12-12,375,put
AAPL,2025-10-30,O:AAPL251212P00380000,2025-12-12,380,put
AAPL,2025-10-30,O:AAPL251212P00385000,2025-12-12,385,put
AAPL,2025-10-30,O:AAPL251212P00390000,2025-12-12,390,put
AAPL,2025-10-30,O:AAPL251212P00395000,2025-12-12,395,put
AAPL,2025-10-30,O:AAPL251212P00400000,2025-12-12,400,put
AAPL,2025-10-30,O:AAPL251219C00005000,2025-12-19,5,call
AAPL,2025-10-30,O:AAPL251219C00010000,2025-12-19,10,call
AAPL,2025-10-30,O:AAPL251219C00015000,2025-12-19,15,call
AAPL,2025-10-30,O:AAPL251219C00020000,2025-12-19,20,call
AAPL,2025-10-30,O:AAPL251219C00025000,2025-12-19,25,call
AAPL,2025-10-30,O:AAPL251219C00030000,2025-12-19,30,call
AAPL,2025-10-30,O:AAPL251219C00035000,2025-12-19,35,call
AAPL,2025-10-30,O:AAPL251219C00040000,2025-12-19,40,call
AAPL,2025-10-30,O:AAPL251219C00045000,2025-12-19,45,call
AAPL,2025-10-30,O:AAPL251219C00050000,2025-12-19,50,call
AAPL,2025-10-30,O:AAPL251219C00055000,2025-12-19,55,call
AAPL,2025-10-30,O:AAPL251219C00060000,2025-12-19,60,call
AAPL,2025-10-30,O:AAPL251219C00065000,2025-12-19,65,call
AAPL,2025-10-30,O:AAPL251219C00070000,2025-12-19,70,call
AAPL,2025-10-30,O:AAPL251219C00075000,2025-12-19,75,call
AAPL,2025-10-30,O:AAPL251219C00080000,2025-12-19,80,call
AAPL,2025-10-30,O:AAPL251219C00085000,2025-12-19,85,call
AAPL,2025-10-30,O:AAPL251219C00090000,2025-12-19,90,call
AAPL,2025-10-30,O:AAPL251219C00095000,2025-12-19,95,call
AAPL,2025-10-30,O:AAPL251219C00100000,2025-12-19,100,call
AAPL,2025-10-30,O:AAPL251219C00105000,2025-12-19,105,call
AAPL,2025-10-30,O:AAPL251219C00110000,2025-12-19,110,call
AAPL,2025-10-30,O:AAPL251219C00115000,2025-12-19,115,call
AAPL,2025-10-30,O:AAPL251219C00120000,2025-12-19,120,call
AAPL,2025-10-30,O:AAPL251219C00125000,2025-12-19,125,call
AAPL,2025-10-30,O:AAPL251219C00130000,2025-12-19,130,call
AAPL,2025-10-30,O:AAPL251219C00135000,2025-12-19,135,call
AAPL,2025-10-30,O:AAPL251219C00140000,2025-12-19,140,call
AAPL,2025-10-30,O:AAPL251219C00145000,2025-12-19,145,call
AAPL,2025-10-30,O:AAPL251219C00150000,2025-12-19,150,call
AAPL,2025-10-30,O:AAPL251219C00155000,2025-12-19,155,call
AAPL,2025-10-30,O:AAPL251219C00160000,2025-12-19,160,call
AAPL,2025-10-30,O:AAPL251219C00165000,2025-12-19,165,call
AAPL,2025-10-30,O:AAPL251219C00170000,2025-12-19,170,call
AAPL,2025-10-30,O:AAPL251219C00175000,2025-12-19,175,call
AAPL,2025-10-30,O:AAPL251219C00180000,2025-12-19,180,call
AAPL,2025-10-30,O:AAPL251219C00185000,2025-12-19,185,call
AAPL,2025-10-30,O:AAPL251219C00190000,2025-12-19,190,call
AAPL,2025-10-30,O:AAPL251219C00195000,2025-12-19,195,call
AAPL,2025-10-30,O:AAPL251219C00200000,2025-12-19,200,call
AAPL,2025-10-30,O:AAPL251219C00205000,2025-12-19,205,call
AAPL,2025-10-30,O:AAPL251219C00210000,2025-12-19,210,call
AAPL,2025-10-30,O:AAPL251219C00215000,2025-12-19,215,call
AAPL,2025-10-30,O:AAPL251219C00220000,2025-12-19,220,call
AAPL,2025-10-30,O:AAPL251219C00225000,2025-12-19,225,call
AAPL,2025-10-30,O:AAPL251219C00230000,2025-12-19,230,call
AAPL,2025-10-30,O:AAPL251219C00235000,2025-12-19,235,call
AAPL,2025-10-30,O:AAPL251219C00240000,2025-12-19,240,call
AAPL,2025-10-30,O:AAPL251219C00245000,2025-12-19,245,call
AAPL,2025-10-30,O:AAPL251219C00250000,2025-12-19,250,call
AAPL,2025-10-30,O:AAPL251219C00255000,2025-12-19,255,call
AAPL,2025-10-30,O:AAPL251219C00260000,2025-12-19,260,call
AAPL,2025-10-30,O:AAPL251219C00265000,2025-12-19,265,call
AAPL,2025-10-30,O:AAPL251219C00270000,2025-12-19,270,call
AAPL,2025-10-30,O:AAPL251219C00275000,2025-12-19,275,call
AAPL,2025-10-30,O:AAPL251219C00280000,2025-12-19,280,call
AAPL,2025-10-30,O:AAPL251219C00285000,2025-12-19,285,call
AAPL,2025-10-30,O:AAPL251219C00290000,2025-12-19,290,call
AAPL,2025-10-30,O:AAPL251219C00295000,2025-12-19,295,call
AAPL,2025-10-30,O:AAPL251219C00300000,2025-12-19,300,call
AAPL,2025-10-30,O:AAPL251219C00305000,2025-12-19,305,call
AAPL,2025-10-30,O:AAPL251219C00310000,2025-12-19,310,call
AAPL,2025-10-30,O:AAPL251219C00315000,2025-12-19,315,call
AAPL,2025-10-30,O:AAPL251219C00320000,2025-12-19,320,call
AAPL,2025-10-30,O:AAPL251219C00325000,2025-12-19,325,call
AAPL,2025-10-30,O:AAPL251219C00330000,2025-12-19,330,call
AAPL,2025-10-30,O:AAPL251219C00335000,2025-12-19,335,call
AAPL,2025-10-30,O:AAPL251219C00340000,2025-12-19,340,call
AAPL,2025-10-30,O:AAPL251219C00345000,2025-12-19,345,call
AAPL,2025-10-30,O:AAPL251219C00350000,2025-12-19,350,call
AAPL,2025-10-30,O:AAPL251219C00360000,2025-12-19,360,call
AAPL,2025-10-30,O:AAPL251219C00370000,2025-12-19,370,call
AAPL,2025-10-30,O:AAPL251219C00380000,2025-12-19,380,call
AAPL,2025-10-30,O:AAPL251219C00390000,2025-12-19,390,call
AAPL,2025-10-30,O:AAPL251219C00400000,2025-12-19,400,call
AAPL,2025-10-30,O:AAPL251219C00410000,2025-12-19,410,call
AAPL,2025-10-30,O:AAPL251219C00420000,2025-12-19,420,call
AAPL,2025-10-30,O:AAPL251219C00430000,2025-12-19,430,call
AAPL,2025-10-30,O:AAPL251219C00440000,2025-12-19,440,call
AAPL,2025-10-30,O:AAPL251219C00450000,2025-12-19,450,call
AAPL,2025-10-30,O:AAPL251219P00005000,2025-12-19,5,put
AAPL,2025-10-30,O:AAPL251219P00010000,2025-12-19,10,put
AAPL,2025-10-30,O:AAPL251219P00015000,2025-12-19,15,put
AAPL,2025-10-30,O:AAPL251219P00020000,2025-12-19,20,put
AAPL,2025-10-30,O:AAPL251219P00025000,2025-12-19,25,put
AAPL,2025-10-30,O:AAPL251219P00030000,2025-12-19,30,put
AAPL,2025-10-30,O:AAPL251219P00035000,2025-12-19,35,put
AAPL,2025-10-30,O:AAPL251219P00040000,2025-12-19,40,put
AAPL,2025-10-30,O:AAPL251219P00045000,2025-12-19,45,put
AAPL,2025-10-30,O:AAPL251219P00050000,2025-12-19,50,put
AAPL,2025-10-30,O:AAPL251219P00055000,2025-12-19,55,put
AAPL,2025-10-30,O:AAPL251219P00060000,2025-12-19,60,put
AAPL,2025-10-30,O:AAPL251219P00065000,2025-12-19,65,put
AAPL,2025-10-30,O:AAPL251219P00070000,2025-12-19,70,put
AAPL,2025-10-30,O:AAPL251219P00075000,2025-12-19,75,put
AAPL,2025-10-30,O:AAPL251219P00080000,2025-12-19,80,put
AAPL,2025-10-30,O:AAPL251219P00085000,2025-12-19,85,put
AAPL,2025-10-30,O:AAPL251219P00090000,2025-12-19,90,put
AAPL,2025-10-30,O:AAPL251219P00095000,2025-12-19,95,put
AAPL,2025-10-30,O:AAPL251219P00100000,2025-12-19,100,put
AAPL,2025-10-30,O:AAPL251219P00105000,2025-12-19,105,put
AAPL,2025-10-30,O:AAPL251219P00110000,2025-12-19,110,put
AAPL,2025-10-30,O:AAPL251219P00115000,2025-12-19,115,put
AAPL,2025-10-30,O:AAPL251219P00120000,2025-12-19,120,put
AAPL,2025-10-30,O:AAPL251219P00125000,2025-12-19,125,put
AAPL,2025-10-30,O:AAPL251219P00130000,2025-12-19,130,put
AAPL,2025-10-30,O:AAPL251219P00135000,2025-12-19,135,put
AAPL,2025-10-30,O:AAPL251219P00140000,2025-12-19,140,put
AAPL,2025-10-30,O:AAPL251219P00145000,2025-12-19,145,put
AAPL,2025-10-30,O:AAPL251219P00150000,2025-12-19,150,put
AAPL,2025-10-30,O:AAPL251219P00155000,2025-12-19,155,put
AAPL,2025-10-30,O:AAPL251219P00160000,2025-12-19,160,put
AAPL,2025-10-30,O:AAPL251219P00165000,2025-12-19,165,put
AAPL,2025-10-30,O:AAPL251219P00170000,2025-12-19,170,put
AAPL,2025-10-30,O:AAPL251219P00175000,2025-12-19,175,put
AAPL,2025-10-30,O:AAPL251219P00180000,2025-12-19,180,put
AAPL,2025-10-30,O:AAPL251219P00185000,2025-12-19,185,put
AAPL,2025-10-30,O:AAPL251219P00190000,2025-12-19,190,put
AAPL,2025-10-30,O:AAPL251219P00195000,2025-12-19,195,put
AAPL,2025-10-30,O:AAPL251219P00200000,2025-12-19,200,put
AAPL,2025-10-30,O:AAPL251219P00205000,2025-12-19,205,put
AAPL,2025-10-30,O:AAPL251219P00210000,2025-12-19,210,put
AAPL,2025-10-30,O:AAPL251219P00215000,2025-12-19,215,put
AAPL,2025-10-30,O:AAPL251219P00220000,2025-12-19,220,put
AAPL,2025-10-30,O:AAPL251219P00225000,2025-12-19,225,put
AAPL,2025-10-30,O:AAPL251219P00230000,2025-12-19,230,put
AAPL,2025-10-30,O:AAPL251219P00235000,2025-12-19,235,put
AAPL,2025-10-30,O:AAPL251219P00240000,2025-12-19,240,put
AAPL,2025-10-30,O:AAPL251219P00245000,2025-12-19,245,put
AAPL,2025-10-30,O:AAPL251219P00250000,2025-12-19,250,put
AAPL,2025-10-30,O:AAPL251219P00255000,2025-12-19,255,put
AAPL,2025-10-30,O:AAPL251219P00260000,2025-12-19,260,put
AAPL,2025-10-30,O:AAPL251219P00265000,2025-12-19,265,put
AAPL,2025-10-30,O:AAPL251219P00270000,2025-12-19,270,put
AAPL,2025-10-30,O:AAPL251219P00275000,2025-12-19,275,put
AAPL,2025-10-30,O:AAPL251219P00280000,2025-12-19,280,put
AAPL,2025-10-30,O:AAPL251219P00285000,2025-12-19,285,put
AAPL,2025-10-30,O:AAPL251219P00290000,2025-12-19,290,put
AAPL,2025-10-30,O:AAPL251219P00295000,2025-12-19,295,put
AAPL,2025-10-30,O:AAPL251219P00300000,2025-12-19,300,put
AAPL,2025-10-30,O:AAPL251219P00305000,2025-12-19,305,put
AAPL,2025-10-30,O:AAPL251219P00310000,2025-12-19,310,put
AAPL,2025-10-30,O:AAPL251219P00315000,2025-12-19,315,put
AAPL,2025-10-30,O:AAPL251219P00320000,2025-12-19,320,put
AAPL,2025-10-30,O:AAPL251219P00325000,2025-12-19,325,put
AAPL,2025-10-30,O:AAPL251219P00330000,2025-12-19,330,put
AAPL,2025-10-30,O:AAPL251219P00335000,2025-12-19,335,put
AAPL,2025-10-30,O:AAPL251219P00340000,2025-12-19,340,put
AAPL,2025-10-30,O:AAPL251219P00345000,2025-12-19,345,put
AAPL,2025-10-30,O:AAPL251219P00350000,2025-12-19,350,put
AAPL,2025-10-30,O:AAPL251219P00360000,2025-12-19,360,put
AAPL,2025-10-30,O:AAPL251219P00370000,2025-12-19,370,put
AAPL,2025-10-30,O:AAPL251219P00380000,2025-12-19,380,put
AAPL,2025-10-30,O:AAPL251219P00390000,2025-12-19,390,put
AAPL,2025-10-30,O:AAPL251219P00400000,2025-12-19,400,put
